"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LINC01033",37.1295681439378,0.22877289390526,0.364638751927825,1.64950864275653,0.799867682532178,NA
"ESM1",0.947672803878703,-3.43711488029023,3.97331987248,2.27093676006093,0.686065362170464,NA
"CDC20B",5.47998356546869,0.867511574632234,1.3178385159387,2.05592779475143,0.725472861561991,NA
"MCIDAS",170.42475782543,-0.324056560026042,0.252827946547234,3.37786809330089,0.496689996618678,NA
"CCNO",163.679130682514,-0.249490102201353,0.264147903031812,3.33824081198978,0.502896234293151,NA
"DDX4",1.21495301092254,-0.140476101088349,3.22182071373418,5.48928034030927,0.240673354457863,NA
"IL6ST-DT",5.06696031730122,-2.23561959621783,1.603830450123,2.60027505711135,0.626774399576484,NA
"LOC101928419",0.594970127615069,-0.149520728579685,5.90081054382649,2.41022745416965,0.660779789191646,NA
"SETD9",243.544610696944,-0.0322745045332929,0.188481610723,3.08386313745609,0.543890512281078,NA
"ACTBL2",1.39045635485347,-8.94379359432849,6.39400027146421,0.125677781031975,0.998106431292258,NA
"PLK2",202.080312773924,0.00685988806031866,0.206906036041215,4.4190642010183,0.352252533084788,NA
"RAB3C",157.290339598962,0.505276941890225,0.232528898964853,6.51600112246922,0.163784971156115,NA
"LRRC70",10.3187016973918,0.0213250081836009,1.15257675996106,0.644187330569849,0.958029148402847,NA
"RNF180",14.3316399187191,0.716093941309047,0.798825670285604,4.34643814187157,0.361146163154959,NA
"RGS7BP",11.5397441771543,0.452724297215831,1.05838537124359,2.21100779699631,0.697014490724807,NA
"SHISAL2B",35.7619093238102,-0.359101148792312,0.496342374112703,2.97497547358336,0.562021891676419,NA
"ADAMTS6",73.0672852383321,0.0769469634212692,0.351858984737084,4.98290500652132,0.289056050420435,NA
"MAST4-AS1",15.2074709478147,-0.612169089691502,0.94054305191762,1.07206411961161,0.898678837022665,NA
"CDK7",3.78834584227478,2.21712758619377,1.75272343882313,2.86786013730176,0.580176561413123,NA
"CCDC125",110.315228533106,-0.133769710104799,0.314755339869327,0.534349895628253,0.970072007553315,NA
"RAD17",209.41471631338,0.177182019785616,0.23538436638082,1.8607959927848,0.761342620047601,NA
"MARVELD2",16.221604870831,0.532079014380148,0.912222453219902,3.95054742800426,0.412739896685433,NA
"OCLN",97.3699093348368,0.81388647433218,0.289890875996734,9.24814891033293,0.0551875407670121,NA
"GTF2H2C",77.2816815968837,0.142512517154505,0.376587103652821,2.8639938881218,0.580837508671019,NA
"GUSBP14",4.10327746027991,1.38311674906565,1.52770526012856,1.77698932241469,0.776689497932746,NA
"OCLNP1",4.63664698598815,1.67057133414478,1.67035719908592,3.97848197742198,0.408925830271683,NA
"GUSBP17",9.08997855375593,1.17723720661605,0.881231551248001,5.43915691276095,0.24512962843804,NA
"TMEM171",135.016748386705,-0.504926407208811,0.284347018501301,9.73775700225212,0.0450845825357729,NA
"ARHGEF28",126.789447719427,-0.0266904815287444,0.236111433054725,3.60944264235366,0.461433589004237,NA
"GCNT4",6.9398968599951,-0.97196210362247,1.40698166584186,8.4170154202813,0.077442905031321,NA
"ANKRD31",37.2627248615069,0.596567197371892,0.49410551877453,2.56321371261637,0.633353285208615,NA
"ANKDD1B",10.396765096331,1.45703279577465,1.14608789888903,2.1577482872535,0.706771633135152,NA
"F2RL2",1.97333906002623,-2.84928098429017,2.89715741606771,1.68093163957522,0.794178432208219,NA
"S100Z",0.946432037685772,-0.779757328585506,3.56574701777144,4.86919260350908,0.300984380396811,NA
"ZBED3-AS1",75.9620894748129,-0.191950101389895,0.35389182582536,2.86592477427985,0.580507369452866,NA
"PDE8B",91.9403180712598,0.00179739395894638,0.294858898098044,3.40605077734344,0.492306529699697,NA
"OTP",8.01501068904155,0.634786528024477,1.34268358163966,1.09596480079426,0.894911906049482,NA
"SCAMP1-AS1",119.001215570935,0.221834511428585,0.249083373074139,5.75597033214672,0.218128828479955,NA
"DMGDH",3.60154114912377,-2.92063608175393,2.00230004897832,3.93827870351693,0.414423358954907,NA
"CMYA5",56.1599163598485,0.484168853737328,0.472586822579695,8.77416029386779,0.0669990642903509,NA
"THBS4",87.119049914465,-0.494175874479089,0.306014734556145,4.26010006203299,0.371948065903311,NA
"LOC644936",10.3269114967026,-3.76858810770579,1.29437634294342,12.8556853131965,0.0120028975504489,NA
"FAM151B",132.492286993551,0.462643830966715,0.338200956878475,1.91247043742132,0.751853792078022,NA
"ANKRD34B",160.094665990498,0.339841546512198,0.264098294204699,3.73117356725743,0.443608153492919,NA
"LINC01337",11.2669823770311,-2.05177991609247,1.15770584553219,6.69842851993056,0.152709315852147,NA
"MTRNR2L2",52.1082523589797,-1.56368238649374,0.464226234050658,12.4121751947954,0.0145354987916283,NA
"RASGRF2-AS1",1.1187068569504,-2.62830212836713,3.74648089779566,3.26355161477564,0.514727843556032,NA
"CKMT2",21.6271582051047,0.161908238308559,0.557738065135458,2.38761419513753,0.66486673141725,NA
"CKMT2-AS1",170.195681701734,-0.0347812805003028,0.221198246329617,0.606285184793819,0.9623627057972,NA
"ATP6AP1L",114.59269493365,-0.0703976140252989,0.389314243038109,2.33056337116665,0.675210203647217,NA
"SCARNA18",0.988897472193749,-0.629476071969914,5.81951666382038,1.18241460642206,0.880985365066327,NA
"VCAN-AS1",9.1671359818396,0.604254706884162,1.20175566920468,1.04350634034756,0.903128801387077,NA
"EDIL3",199.845043880915,0.295107726081016,0.239927347700803,3.25248567746502,0.51649555711703,NA
"LOC644285",26.6461164181487,-0.28037121730074,0.610518730793839,3.18456334465077,0.527427834376048,NA
"TMEM161B-DT",217.296950521184,0.324112169408272,0.217933999008321,4.48153473894354,0.344742600719813,NA
"LINC02060",2.29790757599811,-1.09087484776333,2.25354377260667,6.16306138508105,0.187297202655943,NA
"MIR9-2HG",28.8946206181668,0.889859288495086,0.594969079255092,2.429264930248,0.657345183271148,NA
"MEF2C-AS1",9.5100489711558,-1.03126857907485,0.935908917530348,17.5056481370244,0.00154108713870059,NA
"LOC731157",2.83198102815765,-0.832126027086502,1.80660477863151,0.901308418062641,0.924373030907758,NA
"ARRDC3-AS1",40.8510700710543,-0.722515045543641,0.422303232483631,5.76488384296513,0.217408413475357,NA
"KIAA0825",51.8665161767057,0.47016799651478,0.407054728711532,5.01143176491118,0.286126534764122,NA
"MCTP1",65.3592500657105,-0.208926491888618,0.434924313464501,7.67572044261647,0.104205777872142,NA
"RFESD",125.1761257147,0.243513294957571,0.289625999080567,2.75564556518719,0.599513065460983,NA
"SPATA9",18.6608540882491,0.0708843651229047,0.739333209939523,1.62487127387226,0.804315205110471,NA
"LOC101929710",1.39097972583902,-0.671375071699377,6.20436267395872,1.7392021764563,0.783584791247856,NA
"ERAP2",70.537881755365,0.138728173161184,0.361043780171321,2.74741416535954,0.600943607679623,NA
"LIX1",20.2959673535883,-0.644754848731364,0.704428868111798,2.37544691014929,0.667068879921094,NA
"RGMB-AS1",11.0784685868322,-0.425870046945909,0.874429467473365,1.08598191513795,0.89648990675735,NA
"LOC100289230",41.2881037652147,0.149182804648064,0.516384181722286,6.61698692331194,0.157566897714134,NA
"ST8SIA4",136.974735401852,0.317330260386682,0.255115790311399,2.95319876869343,0.565687778464699,NA
"SLCO4C1",151.347165757349,0.309684098108767,0.249253815095092,3.10354117253681,0.540650021139968,NA
"SLCO6A1",31.6789655751485,0.569853690435773,0.625122063211558,3.28559334500454,0.511218099616573,NA
"LINC00491",208.466900628747,-0.116379049470147,0.250632657852926,0.440808896662332,0.979001475307323,NA
"LINC01023",25.0033839372055,-0.0513166375152999,0.601010581864934,8.05111534869053,0.0897236178292974,NA
"TMEM232",19.6446702212561,-0.0433272254414332,0.642088281409599,1.0102758164719,0.908233857840721,NA
"TSLP",67.6456028605058,0.446052912087669,0.417263974654981,12.2704585155014,0.0154494036373376,NA
"STARD4-AS1",70.2014341111685,0.286329322638676,0.353722128148245,2.51091603482561,0.642682180397867,NA
