"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RNF130",2808.67767538452,-0.2107214546714,0.0578341940215631,47.2065883478422,1.38106094774786e-09,7.75484418765862e-08
"CKAP4",7585.99758873422,0.155979907649881,0.0468960026438365,47.1824652632175,1.39713426847241e-09,7.7756467292696e-08
"GPAA1",4144.93758011024,-0.361706534202877,0.0740152515191314,47.167493914025,1.40720351416689e-09,7.79024887234293e-08
"COLGALT1",7146.22349763728,-0.295754642923138,0.0591313769079466,47.0913669577362,1.45953569957257e-09,8.0254221905873e-08
"SEC61B",3471.74634165404,0.237887743777015,0.0690684229636566,47.0835402211234,1.46502498174728e-09,8.0254221905873e-08
"GGH",2727.65241276547,-0.168753235086175,0.0606046145374713,46.1695789144632,2.27062898292987e-09,1.23324658436189e-07
"ZNF280C",2049.59032060683,0.617369273206424,0.100414481863715,46.1657119832836,2.27484077971753e-09,1.23324658436189e-07
"STT3B",12493.5633946987,0.223704133456753,0.0452723019386482,45.5955770263708,2.98939187523284e-09,1.6122684118846e-07
"COL4A1",1418.73859769447,-0.409665430347999,0.102489984863401,45.5826883330857,3.00790401132016e-09,1.61393331643296e-07
"FGFR3",3707.88978031669,-0.422202018813428,0.0816321049844064,45.4783906352946,3.16197873083053e-09,1.68794813574897e-07
"SIKE1",6109.91919132009,0.412585052275517,0.067546468527739,45.3246167016437,3.40362453444687e-09,1.807722005275e-07
"COMT",2899.8516241714,-0.397645440664921,0.0770226328827587,45.1486726347909,3.70279594727662e-09,1.95053581743884e-07
"ABCA2",1666.35320063513,-0.447615548128489,0.0829403845443641,45.1447242938066,3.70980242445119e-09,1.95053581743884e-07
"FAAP100",3016.64041824878,-0.340829291085182,0.0787633978549362,44.4580491662175,5.15333362043851e-09,2.69596648353241e-07
"PGAP6",2581.3289480955,-0.582239577758217,0.111386735243988,44.3276692692162,5.48503466011491e-09,2.85521978352151e-07
"SLC7A5",14855.2080010347,-0.328348312088109,0.0627867435537142,44.2750838736951,5.62477186819343e-09,2.91346475529247e-07
"CCDC134",2495.80088714272,0.518997752522881,0.0842480698736045,44.2215509596195,5.77067660891135e-09,2.97431474675071e-07
"MAP2K2",6432.42850757704,-0.44145317558484,0.0777150759141459,44.2057221313813,5.81453743980634e-09,2.98223064866146e-07
"MRC2",1242.75822958262,-0.63545896457449,0.114896326795359,44.0421744506941,6.28766164081332e-09,3.20916115843072e-07
"CHORDC1",10102.4686848362,0.29681713078522,0.05469486170875,43.9269339365083,6.64392849335594e-09,3.37453513718365e-07
"GRN",4771.00652907074,-0.572313012033081,0.108537743082301,43.7914300769879,7.08869013529931e-09,3.58304178191482e-07
"COPA",16248.9576170206,0.124822383105103,0.0365725735575712,43.7673517706872,7.17077519004995e-09,3.60710676987946e-07
"RAD23B",12935.2511255383,0.223228921641797,0.0363862017317704,43.6969686039156,7.41619644759861e-09,3.7127111689581e-07
"CELSR1",2113.10881173808,-0.460366429092814,0.102714422331991,43.5173210906702,8.08128623915508e-09,4.02640466287045e-07
"TXNDC15",1927.86135511201,0.336536485944364,0.0766924464319517,43.3058915177751,8.94066505279403e-09,4.4334681728618e-07
"TMED5",9790.92908332822,0.4064755649044,0.0711429764787324,43.0713663108484,1.00009756427654e-08,4.9179153388076e-07
"XPOT",19833.9294248533,0.253829923564888,0.0451029520577399,43.0691396527357,1.00116215919528e-08,4.9179153388076e-07
"SCARF2",1767.41810679772,-0.543991687229192,0.103320302901696,42.9431245732931,1.06329126936126e-08,5.19869932304995e-07
"RPS27",2318.26767266115,0.334265818718937,0.0974984318293386,42.6522138901934,1.22180650776707e-08,5.94593557710085e-07
"TELO2",4839.6119399525,-0.475626501978463,0.0881599789233957,42.6250799722739,1.23774306142817e-08,5.99560446839026e-07
"THAP5",2139.06426546056,0.37527729024359,0.0865296488428276,42.5675634331566,1.27221333107154e-08,6.13417884009287e-07
"SELENOK",2563.42875620078,0.281917491343128,0.076502545180844,42.5522122337532,1.28157431595671e-08,6.15096883846562e-07
"KTN1",11768.563352277,-0.0027659891895055,0.0513704380294315,42.5043695639552,1.31119135891548e-08,6.26438136453548e-07
"DNAJC25",733.052896730129,0.55099469190672,0.11378834210842,42.2515520923035,1.47941681116885e-08,7.03597186148169e-07
"PLEC",5849.09338997508,-0.445661772169637,0.0821012622459476,42.1286339902265,1.56882265514245e-08,7.4274169415183e-07
"SCAF1",7587.45317558153,-0.414299966039964,0.0780958347274188,42.0702194015038,1.61318118365212e-08,7.60302465069918e-07
"CLPTM1",6707.22323762209,-0.40785923523141,0.071146816511348,41.9618852877773,1.69878609554839e-08,7.97058247431514e-07
"HNRNPA1L2",1196.69955655007,-0.469039775444608,0.101768356607041,41.886693039658,1.76085273083112e-08,8.22491166191338e-07
